Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
_13:791367	  217.0	   93.1	    2.3	  118.4	  11.66	  11.92	  15.44	  -0.60	   0.00	--------	-1	0.00	*
_23:170267	  184.0	   57.7	    3.2	  104.3	  11.65	  16.03	  11.91	  -0.69	   0.00	--------	-1	0.00	*
_12:763700	  175.0	   66.5	    2.6	   92.4	  11.62	  11.88	  13.88	  -0.99	   0.00	--------	-1	0.00	*
_4:196058	  171.0	   57.7	    3.0	   94.8	  11.61	  13.70	  11.87	  -1.07	   0.00	--------	-1	0.00	*
_4:256760	  171.0	   44.4	    3.9	   94.8	  11.61	  18.06	  11.87	  -0.74	   0.00	--------	-1	0.00	*
_1:2031449	  181.0	   62.1	    2.9	  102.2	  11.60	  13.98	  11.86	  -0.85	   0.00	--------	-1	0.00	*
_7:95612	  198.0	   66.5	    3.0	  115.0	  11.60	  15.77	  11.86	  -0.99	   0.00	--------	-1	0.00	*
_16:529094	  189.0	   75.4	    2.5	   94.7	  11.60	  11.85	  17.30	  -0.79	   0.00	--------	-1	0.00	*
_7:150570	  189.0	   75.4	    2.5	   82.7	  11.60	  11.85	  23.22	  -1.02	   0.00	--------	-1	0.00	*
_3:36577	  169.0	   48.8	    3.5	   93.4	  11.59	  16.22	  11.85	  -1.06	   0.00	--------	-1	0.00	*
_5:1019617	  230.5	   74.1	    3.1	  140.4	  11.53	  19.22	  11.79	  -0.84	   0.00	--------	-1	0.00	*
_18:133898	  254.0	  119.7	    2.1	   95.6	  11.49	  11.74	  40.57	  -0.89	   0.00	--------	-1	0.00	*
_1:1428672	  184.0	   66.5	    2.8	  104.9	  11.48	  13.37	  11.74	  -1.02	   0.00	--------	-1	0.00	*
_8:107412	  188.0	   71.0	    2.6	  107.9	  11.48	  12.96	  11.73	  -0.75	   0.00	--------	-1	0.00	*
_6:430165	  202.0	   84.3	    2.4	  101.2	  11.47	  11.72	  18.42	  -0.80	   0.20	--------	-1	0.00	*
_27:131381	  201.1	   84.3	    2.4	   99.9	  11.47	  11.72	  18.98	  -1.03	   0.00	--------	-1	0.00	*
_16:13346	  229.0	  102.0	    2.2	   94.7	  11.47	  11.72	  31.07	  -0.72	   0.00	--------	-1	0.00	*
_17:376827	  235.0	   57.7	    4.1	  143.8	  11.46	  26.00	  11.71	  -0.98	   0.00	--------	-1	0.00	*
_10:485188	  200.0	   48.8	    4.1	  117.0	  11.46	  22.41	  11.71	  -0.79	   0.00	--------	-1	0.00	*
_8:150786	  170.0	   57.7	    2.9	   94.6	  11.45	  13.52	  11.70	  -0.94	   0.00	--------	-1	0.00	*
_17:681759	  188.0	   75.4	    2.5	   93.5	  11.45	  11.70	  17.53	  -0.74	   0.00	--------	-1	0.00	*
_7:87155	  243.0	  106.0	    2.3	  150.1	  11.43	  13.09	  11.68	  -0.93	   0.00	--------	-1	0.00	*
_7:662952	  157.0	   53.2	    2.9	   85.2	  11.42	  12.42	  11.67	  -0.85	   0.00	--------	-1	0.00	*
_1:1639745	  167.0	   31.0	    5.4	   92.5	  11.41	  22.82	  11.67	  -1.27	   0.00	--------	-1	0.00	*
_26:295403	  302.0	  128.6	    2.3	  196.9	  11.40	  16.65	  11.65	  -0.68	   0.03	--------	-1	0.00	*
_1:523258	  234.8	   65.1	    3.6	  144.2	  11.35	  22.97	  11.60	  -1.00	   0.00	--------	-1	0.00	*
_2:24007	  182.0	   35.5	    5.1	  103.8	  11.34	  24.25	  11.59	  -1.13	   0.00	--------	-1	0.00	*
_11:44367	  201.0	   84.3	    2.4	   92.3	  11.32	  11.57	  22.26	  -0.94	   0.00	--------	-1	0.00	*
_7:939492	  173.0	   66.5	    2.6	   82.7	  11.31	  11.56	  17.76	  -0.94	   0.00	--------	-1	0.00	*
_8:48548	  175.8	   68.9	    2.6	   91.7	  11.29	  11.53	  14.41	  -0.75	   0.00	--------	-1	0.00	*
_15:194623	  179.0	   71.0	    2.5	   97.5	  11.26	  11.51	  13.02	  -0.56	   0.00	--------	-1	0.00	*
_5:1019264	  226.3	   43.6	    5.2	  138.4	  11.24	  30.46	  11.48	  -1.31	   0.00	--------	-1	0.00	*
_16:248504	  199.0	   53.2	    3.7	  117.0	  11.23	  20.27	  11.47	  -0.85	   0.00	--------	-1	0.00	*
_5:989184	  174.8	   52.1	    3.4	   99.0	  11.21	  15.99	  11.46	  -0.75	   0.00	--------	-1	0.00	*
_19:600568	  214.0	   93.1	    2.3	  128.5	  11.21	  11.49	  11.45	  -0.83	   0.00	--------	-1	0.00	*
_1:1875801	  166.0	   31.0	    5.3	   92.5	  11.16	  22.59	  11.41	  -0.86	   0.15	--------	-1	0.00	*
_21:214094	  219.0	   75.4	    2.9	  132.6	  11.13	  16.80	  11.38	  -1.02	   0.00	--------	-1	0.00	*
_7:809100	  191.8	   79.8	    2.4	  103.3	  11.12	  11.37	  14.36	  -0.99	   0.00	--------	-1	0.00	*
_19:644278	  213.0	   93.1	    2.3	  120.5	  11.10	  11.34	  13.74	  -1.17	   0.00	--------	-1	0.00	*
_3:949744	  167.0	   53.2	    3.1	   93.4	  11.09	  14.20	  11.33	  -0.89	   0.00	--------	-1	0.00	*
_7:991364	  157.0	   57.7	    2.7	   82.7	  11.06	  11.30	  12.62	  -0.98	   0.00	--------	-1	0.00	*
_5:214463	  200.6	   51.7	    3.9	  119.2	  11.02	  21.43	  11.26	  -1.01	   0.00	--------	-1	0.00	*
_2:1377683	  185.0	   75.4	    2.5	  104.5	  10.99	  11.24	  12.09	  -1.01	   0.00	--------	-1	0.00	*
_1:1678328	  191.0	   79.8	    2.4	  102.6	  10.97	  11.21	  14.36	  -0.77	   0.00	--------	-1	0.00	*
_18:453679	  177.0	   71.0	    2.5	   95.6	  10.96	  11.20	  13.17	  -0.82	   0.04	--------	-1	0.00	*
_4:394554	  176.0	   53.2	    3.3	  100.8	  10.86	  15.85	  11.10	  -0.95	   0.00	--------	-1	0.00	*
_14:574552	  162.0	   35.5	    4.6	   90.4	  10.85	  19.86	  11.09	  -0.82	   0.12	--------	-1	0.00	*
_14:640501	  162.0	   53.2	    3.0	   90.4	  10.85	  13.30	  11.09	  -0.91	   0.00	--------	-1	0.00	*
_2:1279651	  183.0	   66.5	    2.8	  106.1	  10.84	  13.20	  11.08	  -0.92	   0.00	--------	-1	0.00	*
_4:447571	  170.0	   66.5	    2.6	   94.8	  10.84	  11.08	  11.62	  -0.78	   0.00	--------	-1	0.00	*
_8:781930	  217.0	   97.7	    2.2	  111.1	  10.83	  11.07	  18.66	  -1.07	   0.00	--------	-1	0.00	*
_5:661664	  176.0	   71.0	    2.5	   95.1	  10.80	  11.04	  13.12	  -1.30	   0.00	--------	-1	0.00	*
_10:795215	  244.9	   82.5	    3.0	  154.1	  10.79	  19.28	  11.02	  -0.95	   0.00	--------	-1	0.00	*
_12:359745	  184.0	   44.4	    4.1	  107.1	  10.76	  20.71	  10.99	  -1.01	   0.16	--------	-1	0.00	*
_6:784831	  176.0	   66.5	    2.6	  101.2	  10.74	  12.04	  10.98	  -0.98	   0.00	--------	-1	0.00	*
_9:628308	  261.0	  128.6	    2.0	  106.9	  10.74	  10.97	  35.86	  -0.86	   0.00	--------	-1	0.00	*
_21:370572	  217.0	   39.9	    5.4	  132.6	  10.70	  30.18	  10.94	  -0.88	   0.00	--------	-1	0.00	*
_27:238769	  166.0	   44.4	    3.7	   93.9	  10.69	  17.07	  10.93	  -1.04	   0.00	--------	-1	0.00	*
_23:322771	  216.0	   97.6	    2.2	  100.0	  10.69	  10.93	  23.44	  -0.82	   0.00	--------	-1	0.00	*
_4:743826	  169.0	   66.5	    2.5	   94.8	  10.69	  10.92	  11.36	  -1.19	   0.00	--------	-1	0.00	*
_26:314831	  173.5	   60.1	    2.9	   99.9	  10.67	  13.35	  10.90	  -0.99	   0.00	--------	-1	0.00	*
_25:310315	  223.0	  102.0	    2.2	  103.4	  10.65	  10.88	  24.07	  -0.66	   0.00	--------	-1	0.00	*
_3:579123	  165.0	   57.7	    2.9	   93.4	  10.59	  12.65	  10.82	  -0.93	   0.00	--------	-1	0.00	*
_24:283787	  154.0	   57.7	    2.7	   84.7	  10.57	  10.80	  11.03	  -0.88	   0.00	--------	-1	0.00	*
_5:1026467	  188.0	   79.8	    2.4	   97.9	  10.53	  10.76	  15.37	  -0.83	   0.00	--------	-1	0.00	*
_15:522069	  222.0	  102.0	    2.2	   97.5	  10.51	  10.74	  26.83	  -0.83	   0.00	--------	-1	0.00	*
_6:578576	  175.0	   66.5	    2.6	  101.2	  10.51	  11.88	  10.74	  -0.89	   0.00	--------	-1	0.00	*
_13:175826	  180.0	   66.5	    2.7	  105.0	  10.49	  12.70	  10.72	  -0.85	   0.00	--------	-1	0.00	*
_26:249165	  174.7	   38.3	    4.6	  101.3	  10.47	  21.34	  10.70	  -1.29	   0.00	--------	-1	0.00	*
_3:1048091	  225.9	  105.2	    2.1	   93.4	  10.47	  10.69	  30.69	  -1.08	   0.00	--------	-1	0.00	*
_8:326494	  225.5	  105.8	    2.1	   91.7	  10.47	  10.69	  31.76	  -0.78	   0.00	--------	-1	0.00	*
_11:8426	  163.0	   39.9	    4.1	   92.3	  10.46	  18.39	  10.69	  -0.79	   0.00	--------	-1	0.00	*
_5:350209	  195.0	   84.3	    2.3	   93.8	  10.46	  10.68	  19.59	  -0.86	   0.06	--------	-1	0.00	*
_17:113062	  222.8	  103.7	    2.1	   93.5	  10.45	  10.68	  29.52	  -0.98	   0.00	--------	-1	0.00	*
_6:199099	  203.0	   57.7	    3.5	  122.7	  10.45	  19.61	  10.68	  -0.94	   0.00	--------	-1	0.00	*
_13:764760	  233.0	  110.9	    2.1	  111.5	  10.44	  10.67	  23.38	  -0.71	   0.00	--------	-1	0.00	*
_2:1146630	  174.9	   71.0	    2.5	  101.5	  10.41	  10.89	  10.64	  -0.90	   0.00	--------	-1	0.00	*
_20:508085	  208.0	   93.1	    2.2	   97.7	  10.40	  10.63	  21.93	  -0.91	   0.00	--------	-1	0.00	*
_22:125885	  208.0	   93.1	    2.2	  103.4	  10.41	  10.63	  19.28	  -1.00	   0.00	--------	-1	0.00	*
_17:610507	  236.0	   79.8	    3.0	  148.6	  10.39	  18.59	  10.62	  -0.88	   0.58	--------	-1	0.00	*
_29:210255	  154.0	   44.4	    3.5	   86.0	  10.37	  14.73	  10.59	  -0.71	   0.00	--------	-1	0.00	*
_23:31352	  173.0	   71.0	    2.4	  100.0	  10.35	  10.58	  10.64	  -0.78	   0.00	--------	-1	0.00	*
_9:721150	  173.0	   71.0	    2.4	   84.7	  10.35	  10.58	  16.82	  -0.73	   0.00	--------	-1	0.00	*
_9:289700	  205.1	   92.8	    2.2	  114.4	  10.33	  10.56	  14.04	  -0.74	   0.06	--------	-1	0.00	*
_26:245422	  205.0	   62.1	    3.3	  124.8	  10.30	  18.29	  10.52	  -0.58	   0.00	--------	-1	0.00	*
_1:2076541	  220.0	  102.0	    2.2	   92.5	  10.25	  10.47	  28.99	  -0.79	   0.00	--------	-1	0.00	*
_9:922863	  186.0	   79.8	    2.3	   93.8	  10.25	  10.47	  16.78	  -0.82	   0.00	--------	-1	0.00	*
_15:486692	  169.0	   66.5	    2.5	   97.5	  10.24	  10.92	  10.47	  -1.16	   0.00	--------	-1	0.00	*
_2:707762	  166.0	   66.5	    2.5	   91.7	  10.23	  10.45	  11.69	  -0.79	   0.22	--------	-1	0.00	*
_30:216937	  231.0	   62.1	    3.7	  145.3	  10.23	  23.27	  10.45	  -0.90	   0.00	--------	-1	0.00	*
_23:432470	  223.0	   79.8	    2.8	  139.2	  10.19	  16.35	  10.41	  -0.66	   0.00	--------	-1	0.00	*
_16:189022	  165.0	   44.4	    3.7	   94.7	  10.18	  16.87	  10.40	  -0.79	   0.20	--------	-1	0.00	*
_13:596782	  195.7	   87.0	    2.2	   96.7	  10.18	  10.40	  18.58	  -0.83	   0.00	--------	-1	0.00	*
_4:544383	  181.0	   62.1	    2.9	  106.9	  10.15	  13.98	  10.37	  -0.72	   0.00	--------	-1	0.00	*
_1:2500454	  219.0	  102.0	    2.1	   92.5	  10.12	  10.33	  28.61	  -0.75	   0.11	--------	-1	0.00	*
_15:566838	  179.0	   75.4	    2.4	   97.5	  10.11	  10.33	  13.02	  -1.02	   0.19	--------	-1	0.00	*
_17:187383	  163.0	   57.7	    2.8	   93.5	  10.09	  12.31	  10.31	  -0.84	   0.00	--------	-1	0.00	*
_7:52792	  165.0	   66.5	    2.5	   82.7	  10.08	  10.30	  14.96	  -0.78	   0.15	--------	-1	0.00	*
_15:569417	  194.3	   86.3	    2.3	   97.5	  10.04	  10.25	  17.90	  -1.11	   0.25	--------	-1	0.00	*
_17:447103	  192.0	   84.3	    2.3	   93.5	  10.03	  10.25	  18.76	  -1.03	   0.00	--------	-1	0.00	*
_9:233976	  213.5	   99.3	    2.2	  100.1	  10.03	  10.25	  22.72	  -0.85	   0.00	--------	-1	0.00	*
_22:78323	  210.4	   97.6	    2.2	   94.5	  10.02	  10.23	  24.60	  -0.97	   0.00	--------	-1	0.00	*
_22:42498	  178.0	   75.4	    2.4	   94.5	   9.96	  10.18	  13.90	  -0.81	   0.00	--------	-1	0.00	*
_9:671712	  178.0	   75.4	    2.4	   84.7	   9.96	  10.18	  18.41	  -0.72	   0.00	--------	-1	0.00	*
_2:1121463	  159.0	   55.8	    2.9	   91.7	   9.95	  12.36	  10.16	  -1.22	   0.00	--------	-1	0.00	*
_10:439908	  168.0	   57.7	    2.9	   97.7	   9.93	  13.17	  10.15	  -0.69	   0.00	--------	-1	0.00	*
_8:880471	  164.0	   66.5	    2.5	   91.7	   9.93	  10.14	  11.15	  -0.88	   0.28	--------	-1	0.00	*
_22:406707	  197.0	   88.7	    2.2	   94.5	   9.91	  10.12	  19.90	  -0.80	   0.00	--------	-1	0.00	*
_18:474062	  165.0	   53.2	    3.1	   95.6	   9.88	  13.84	  10.09	  -1.02	   0.00	--------	-1	0.00	*
_21:385389	  213.0	   79.8	    2.7	  132.6	   9.87	  14.68	  10.08	  -0.82	   0.00	--------	-1	0.00	*
_3:1115274	  162.0	   57.7	    2.8	   93.4	   9.87	  12.14	  10.08	  -0.96	   0.03	--------	-1	0.00	*
_14:668487	  200.0	   66.5	    3.0	  122.5	   9.85	  16.13	  10.06	  -0.74	   0.54	--------	-1	0.00	*
_6:1007275	  172.0	   62.1	    2.8	  101.2	   9.81	  12.45	  10.02	  -0.82	   0.00	--------	-1	0.00	*
_1:1897688	  169.0	   71.0	    2.4	   92.5	   9.76	   9.97	  12.19	  -0.81	   0.00	--------	-1	0.00	*
_9:86969	  209.0	   97.6	    2.1	  110.3	   9.75	   9.96	  16.73	  -0.93	   0.00	--------	-1	0.00	*
_11:649775	  160.0	   53.2	    3.0	   92.3	   9.74	  12.95	   9.95	  -0.89	   0.00	--------	-1	0.00	*
_2:6460	  159.0	   53.2	    3.0	   91.7	   9.71	  12.77	   9.92	  -0.91	   0.00	--------	-1	0.00	*
_1:1325657	  160.0	   53.2	    3.0	   92.5	   9.69	  12.95	   9.90	  -1.05	   0.00	--------	-1	0.00	*
_4:745944	  163.0	   56.4	    2.9	   94.8	   9.67	  12.59	   9.87	  -0.67	   0.00	--------	-1	0.00	*
_14:30443	  157.0	   48.8	    3.2	   90.4	   9.63	  13.96	   9.84	  -0.74	   0.00	--------	-1	0.00	*
_2:727531	  211.0	   53.2	    4.0	  132.0	   9.62	  22.68	   9.82	  -0.78	   0.39	--------	-1	0.00	*
_1:667227	  205.9	   96.2	    2.1	   92.5	   9.54	   9.75	  23.90	  -1.01	   0.00	--------	-1	0.00	*
_11:496002	  216.0	   93.1	    2.3	  136.2	   9.54	  11.78	   9.75	  -0.96	   0.02	--------	-1	0.00	*
_15:483074	  166.0	   44.4	    3.7	   97.5	   9.54	  17.07	   9.75	  -0.92	   0.26	--------	-1	0.00	*
_27:208188	  181.0	   79.8	    2.3	   93.9	   9.53	   9.74	  14.98	  -1.41	   0.00	--------	-1	0.00	*
_27:130841	  180.9	   79.8	    2.3	   96.8	   9.53	   9.74	  13.85	  -0.68	   0.00	--------	-1	0.00	*
_9:113816	  175.0	   75.4	    2.3	   84.7	   9.53	   9.73	  17.45	  -0.93	   0.00	--------	-1	0.00	*
_28:155672	  152.8	   45.8	    3.3	   87.9	   9.49	  14.20	   9.69	  -0.85	   0.00	--------	-1	0.00	*
_11:172234	  176.0	   66.5	    2.6	  105.4	   9.47	  12.04	   9.68	  -0.69	   0.00	--------	-1	0.00	*
_24:218628	  219.0	   93.1	    2.4	  138.9	   9.47	  12.22	   9.67	  -0.76	   0.00	--------	-1	0.00	*
_1:568946	  158.8	   59.3	    2.7	   92.5	   9.46	  11.10	   9.66	  -1.08	   0.00	--------	-1	0.00	*
_25:123572	  211.0	   48.8	    4.3	  132.6	   9.45	  24.70	   9.65	  -0.85	   0.00	--------	-1	0.00	*
_21:511707	  244.9	   45.1	    5.4	  159.7	   9.43	  33.54	   9.63	  -0.96	   0.00	--------	-1	0.00	*
_10:689538	  191.6	   87.9	    2.2	   95.4	   9.42	   9.62	  17.92	  -1.02	   0.00	--------	-1	0.00	*
_10:620542	  175.3	   59.1	    3.0	  105.6	   9.41	  13.98	   9.61	  -0.87	   0.00	--------	-1	0.00	*
_17:463284	  183.0	   62.1	    2.9	  111.7	   9.41	  14.50	   9.61	  -0.83	   0.00	--------	-1	0.00	*
_17:544334	  159.5	   65.8	    2.4	   93.5	   9.38	   9.76	   9.58	  -0.93	   0.00	--------	-1	0.00	*
_11:195322	  160.0	   66.5	    2.4	   92.3	   9.33	   9.53	   9.95	  -0.84	   0.00	--------	-1	0.00	*
_6:828895	  221.0	   62.1	    3.6	  141.1	   9.31	  21.32	   9.51	  -1.01	   0.00	--------	-1	0.00	*
_1:973856	  185.0	   66.5	    2.8	  112.9	   9.30	  13.53	   9.50	  -0.86	   0.25	--------	-1	0.00	*
_19:23479	  197.0	   85.0	    2.3	  122.4	   9.27	  10.76	   9.46	  -0.95	   0.00	--------	-1	0.00	*
_23:60916	  198.6	   72.2	    2.7	  123.9	   9.26	  14.24	   9.46	  -1.09	   0.00	--------	-1	0.00	*
_6:974111	  204.4	   66.8	    3.1	  128.7	   9.24	  17.02	   9.44	  -1.04	   0.00	--------	-1	0.00	*
_1:1565034	  179.0	   66.5	    2.7	  108.5	   9.24	  12.54	   9.43	  -0.82	   0.00	--------	-1	0.00	*
_3:807553	  185.9	   84.3	    2.2	   93.4	   9.20	   9.40	  16.95	  -0.75	   0.00	--------	-1	0.00	*
_4:877929	  161.0	   62.1	    2.6	   94.8	   9.20	  10.65	   9.40	  -1.06	   0.00	--------	-1	0.00	*
_20:130027	  179.2	   80.0	    2.2	   97.7	   9.19	   9.38	  13.23	  -0.95	   0.00	--------	-1	0.00	*
_20:261320	  194.0	   53.2	    3.6	  120.3	   9.19	  19.29	   9.38	  -1.14	   0.00	--------	-1	0.00	*
_18:52669	  162.0	   31.0	    5.2	   95.6	   9.19	  21.69	   9.38	  -0.75	   0.00	--------	-1	0.00	*
_8:48230	  161.2	   68.6	    2.4	   91.7	   9.18	   9.37	  10.64	  -1.11	   0.00	--------	-1	0.00	*
_3:567877	  164.0	   53.2	    3.1	   97.2	   9.18	  13.66	   9.37	  -0.77	   0.00	--------	-1	0.00	*
_28:155930	  195.2	   91.6	    2.1	   84.7	   9.18	   9.37	  24.64	  -0.88	   0.00	--------	-1	0.00	*
_9:207287	  185.0	   62.1	    3.0	  113.4	   9.18	  14.68	   9.37	  -0.90	   0.00	--------	-1	0.00	*
_17:462862	  179.0	   48.8	    3.7	  108.8	   9.17	  18.16	   9.36	  -0.93	   0.00	--------	-1	0.00	*
_18:528158	  187.0	   62.1	    3.0	  115.1	   9.14	  15.03	   9.33	  -0.84	   0.11	--------	-1	0.00	*
_6:1001894	  169.2	   59.8	    2.8	  101.9	   9.14	  12.94	   9.33	  -0.90	   0.00	--------	-1	0.00	*
_25:417708	  193.8	   89.5	    2.2	  120.7	   9.09	   9.50	   9.28	  -0.86	   0.00	--------	-1	0.00	*
_2:212572	  191.0	   88.7	    2.2	   91.7	   9.09	   9.28	  19.29	  -1.00	   0.38	--------	-1	0.00	*
_21:479749	  209.0	   88.7	    2.4	  132.6	   9.07	  11.86	   9.26	  -0.83	   0.23	--------	-1	0.00	*
_30:229794	  225.0	   84.3	    2.7	  145.3	   9.06	  15.33	   9.25	  -0.79	   0.65	--------	-1	0.00	*
_5:195706	  170.0	   44.4	    3.8	  102.4	   9.00	  17.86	   9.19	  -0.86	   0.00	--------	-1	0.00	*
_10:235579	  194.0	   79.8	    2.4	  121.3	   8.94	  11.67	   9.13	  -0.95	   0.00	--------	-1	0.00	*
_18:483830	  201.0	   57.7	    3.5	  126.8	   8.93	  19.22	   9.11	  -0.88	   0.26	--------	-1	0.00	*
_21:656847	  239.0	   97.6	    2.4	  157.2	   8.91	  14.31	   9.10	  -0.76	   0.00	--------	-1	0.00	*
_12:221172	  193.0	   62.1	    3.1	  120.6	   8.91	  16.09	   9.09	  -0.90	   0.00	--------	-1	0.00	*
_24:81815	  208.0	   62.1	    3.3	  132.6	   8.87	  18.85	   9.06	  -0.71	   0.00	--------	-1	0.00	*
_17:234795	  192.0	   48.8	    3.9	  120.0	   8.86	  20.77	   9.04	  -0.82	   0.00	--------	-1	0.00	*
_11:418468	  189.0	   88.7	    2.1	  103.5	   8.82	   9.01	  13.48	  -1.05	   0.00	--------	-1	0.00	*
_28:233622	  189.0	   88.7	    2.1	   79.2	   8.82	   9.01	  25.23	  -0.51	   0.00	--------	-1	0.00	*
_1:417415	  156.0	   57.7	    2.7	   92.5	   8.77	  11.13	   8.95	  -0.90	   0.00	--------	-1	0.00	*
_1:568518	  155.2	   33.8	    4.6	   92.5	   8.77	  19.45	   8.95	  -1.10	   0.00	--------	-1	0.00	*
_20:88172	  200.0	   62.1	    3.2	  126.7	   8.75	  17.37	   8.94	  -0.64	   0.00	--------	-1	0.00	*
_18:472594	  159.5	   47.8	    3.3	   95.6	   8.73	  14.85	   8.92	  -0.93	   0.00	--------	-1	0.00	*
_18:696697	  159.5	   54.0	    3.0	   95.6	   8.74	  12.65	   8.92	  -0.92	   0.00	--------	-1	0.00	*
_3:170899	  185.0	   66.5	    2.8	  115.0	   8.72	  13.53	   8.90	  -0.86	   0.19	--------	-1	0.00	*
_3:1122966	  172.0	   75.4	    2.3	  105.0	   8.71	   9.30	   8.89	  -1.03	   0.00	--------	-1	0.00	*
_14:420887	  153.0	   39.9	    3.8	   90.4	   8.70	  16.35	   8.88	  -1.51	   0.00	--------	-1	0.00	*
_17:676728	  157.0	   57.7	    2.7	   93.5	   8.70	  11.30	   8.88	  -0.95	   0.00	--------	-1	0.00	*
_1:1969276	  169.0	   75.4	    2.2	   92.5	   8.69	   8.87	  12.19	  -1.22	   0.00	--------	-1	0.00	*
_30:96873	  222.6	  100.3	    2.2	  145.3	   8.69	  11.29	   8.87	  -0.90	   0.00	--------	-1	0.00	*
_2:745285	  182.0	   84.3	    2.2	   91.7	   8.66	   8.85	  16.50	  -0.86	   0.00	--------	-1	0.00	*
_4:966326	  162.0	   53.2	    3.0	   97.5	   8.66	  13.30	   8.84	  -0.95	   0.00	--------	-1	0.00	*
_6:184672	  172.0	   66.5	    2.6	  105.3	   8.62	  11.40	   8.80	  -1.13	   0.00	--------	-1	0.00	*
_20:568740	  161.7	   68.5	    2.4	   97.7	   8.60	   9.37	   8.78	  -1.14	   0.00	--------	-1	0.00	*
_23:218818	  165.0	   48.8	    3.4	  100.0	   8.59	  15.45	   8.77	  -1.34	   0.00	--------	-1	0.00	*
_24:420735	  145.0	   48.8	    3.0	   84.7	   8.59	  11.79	   8.77	  -1.09	   0.00	--------	-1	0.00	*
_19:216575	  200.0	   97.6	    2.0	  116.7	   8.58	   8.76	  11.79	  -1.10	   0.55	--------	-1	0.00	*
_1:2061472	  155.0	   48.8	    3.2	   92.5	   8.54	  13.59	   8.72	  -1.07	   0.00	--------	-1	0.00	*
_15:510248	  194.0	   93.1	    2.1	  121.9	   8.54	   8.72	   8.96	  -0.97	   0.00	--------	-1	0.00	*
_14:47677	  196.0	   62.1	    3.2	  124.8	   8.45	  16.64	   8.63	  -1.07	   0.00	--------	-1	0.00	*
_15:577628	  194.0	   62.1	    3.1	  123.2	   8.44	  16.27	   8.61	  -0.85	   0.25	--------	-1	0.00	*
_5:146551	  167.0	   53.2	    3.1	  102.1	   8.43	  14.20	   8.61	  -0.92	   0.00	--------	-1	0.00	*
_28:172483	  144.0	   39.9	    3.6	   84.5	   8.42	  14.56	   8.59	  -0.80	   0.00	--------	-1	0.00	*
_2:766167	  193.0	   93.1	    2.1	   93.8	   8.41	   8.59	  18.94	  -0.96	   0.00	--------	-1	0.00	*
_9:474575	  161.0	   39.9	    4.0	   97.8	   8.34	  17.98	   8.51	  -0.62	   0.00	--------	-1	0.00	*
_12:181056	  180.0	   62.1	    2.9	  112.7	   8.30	  13.81	   8.47	  -0.88	   0.00	--------	-1	0.00	*
_7:360941	  172.0	   79.8	    2.2	   83.4	   8.30	   8.47	  17.10	  -0.86	   0.00	--------	-1	0.00	*
_7:3206	  141.0	   39.9	    3.5	   82.7	   8.28	  13.97	   8.46	  -0.79	   0.00	--------	-1	0.00	*
_25:438119	  232.0	   84.3	    2.8	  154.5	   8.24	  16.49	   8.42	  -0.70	   0.00	--------	-1	0.00	*
_18:542002	  182.6	   87.9	    2.1	   95.6	   8.22	   8.40	  14.83	  -0.85	   0.00	--------	-1	0.00	*
_20:172582	  188.0	   31.0	    6.1	  119.4	   8.22	  27.64	   8.39	  -0.78	   0.22	--------	-1	0.00	*
_5:185670	  230.0	   75.4	    3.1	  153.1	   8.20	  18.73	   8.37	  -0.69	   0.00	--------	-1	0.00	*
_21:1832	  214.7	  110.3	    1.9	  132.6	   8.19	   8.36	  10.51	  -0.78	   0.00	--------	-1	0.00	*
_19:23272	  185.0	   61.3	    3.0	  118.0	   8.17	  15.15	   8.34	  -1.10	   0.00	--------	-1	0.00	*
_4:210285	  162.0	   62.1	    2.6	   99.2	   8.16	  10.81	   8.33	  -1.00	   0.00	--------	-1	0.00	*
_4:621877	  165.3	   60.4	    2.7	  102.4	   8.15	  11.99	   8.32	  -1.12	   0.00	--------	-1	0.00	*
_12:34303	  151.0	   53.2	    2.8	   90.9	   8.11	  11.39	   8.28	  -1.14	   0.00	--------	-1	0.00	*
_2:836075	  213.0	  109.1	    2.0	   91.7	   8.11	   8.28	  26.85	  -0.69	   0.00	--------	-1	0.00	*
_27:153586	  217.0	   75.4	    2.9	  143.0	   8.11	  16.45	   8.27	  -0.91	   0.00	--------	-1	0.00	*
_21:56856	  204.0	   75.4	    2.7	  132.6	   8.10	  14.26	   8.27	  -0.77	   0.00	--------	-1	0.00	*
_13:738731	  162.0	   53.2	    3.0	   99.4	   8.10	  13.30	   8.27	  -1.12	   0.00	--------	-1	0.00	*
_1:1435490	  153.0	   66.5	    2.3	   92.5	   8.10	   8.49	   8.27	  -0.81	   0.00	--------	-1	0.00	*
_1:1757043	  153.0	   44.4	    3.4	   92.5	   8.10	  14.54	   8.27	  -0.80	   0.00	--------	-1	0.00	*
_24:333786	  207.0	   57.7	    3.6	  135.0	   8.10	  20.38	   8.26	  -0.64	   0.00	--------	-1	0.00	*
_12:176748	  157.0	   48.8	    3.2	   95.6	   8.08	  13.96	   8.25	  -0.93	   0.27	--------	-1	0.00	*
_8:743507	  203.0	  102.0	    2.0	   91.7	   8.08	   8.25	  23.26	  -0.91	   0.00	--------	-1	0.00	*
_3:426775	  164.0	   75.4	    2.2	   93.4	   8.00	   8.17	  10.57	  -0.88	   0.00	--------	-1	0.00	*
